N°,PC,Nro Arbol,Faja,Especie,Dap ,HC,HT,CF,VOL M3,ESTE,NORTE,Condicion,Obs,COD_cond,COD_sp1,COD_sp2,COD_GPS
1075,1,1146,18,Almendro,72,18,22,2,4.764,674509,9631919,Aprovechable,,,Alme,,Alme_1/1146
1076,1,1147,18,Anuje rumo,68,12,19,2,2.833,674526,9631932,Aprovechable,,,Anuj,ru,Anuj ru_1/1147
1077,1,1148,18,Quillosisa,83,12,18,1,4.22,674532,9632156,Aprovechable,,,Quil,,Quil_1/1148
1078,1,1149,18,Andiroba,65,18,22,1,3.882,674535,9632135,Aprovechable,,,Andi,,Andi_1/1149
1079,1,1150,18,Cumala llorona,80,18,26,2,5.881,674518,9632200,Aprovechable,,,Cuma,ll,Cuma ll_1/1150
1080,1,1151,18,Cumala blanca,65,20,27,1,4.314,674502,9632244,Aprovechable,,,Cuma,bl,Cuma bl_1/1151
1081,1,1152,18,Cumala blanca,60,18,22,2,3.308,674475,9632238,Aprovechable,,,Cuma,bl,Cuma bl_1/1152
1082,1,1153,18,Cumala blanca,53,14,19,2,0,674476,9632221,Semillero,,S,Cuma,bl,S_Cuma bl_1/1153
1083,1,1154,19,Mari mari,60,17,22,1,3.124,674447,9632224,Aprovechable,,,Mari,ma,Mari ma_1/1154
1084,1,1155,19,Cumala blanca,57,18,23,1,2.986,674454,9632222,Aprovechable,,,Cuma,bl,Cuma bl_1/1155
1085,1,1156,19,Cumala blanca,61,16,21,1,3.039,674405,9632239,Aprovechable,,,Cuma,bl,Cuma bl_1/1156
1086,1,1157,19,Cumala blanca,55,20,24,1,3.089,674408,9632234,Aprovechable,,,Cuma,bl,Cuma bl_1/1157
1087,1,1158,19,Cumala blanca,52,18,21,1,2.485,674397,9632228,Aprovechable,,,Cuma,bl,Cuma bl_1/1158
1088,1,1159,19,Cumala blanca,48,12,18,1,1.411,674403,9632225,Aprovechable,,,Cuma,bl,Cuma bl_1/1159
1089,1,1160,19,Cumala blanca,46,14,19,1,0,674409,9632232,Semillero,,S,Cuma,bl,S_Cuma bl_1/1160
1090,1,1161,19,Caimitillo,78,16,22,1,4.97,674405,9632163,Aprovechable,,,Caim,,Caim_1/1161
1091,1,1162,19,Cumala llorona,57,12,18,1,1.99,674440,9632138,Aprovechable,,,Cuma,ll,Cuma ll_1/1162
1092,1,1163,19,Sacha casho,76,17,21,1,5.013,674439,9632153,Aprovechable,,,Sach,ca,Sach ca_1/1163
1093,1,1164,19,Azucar huayo,65,12,19,2,2.588,674434,9632100,Aprovechable,,,Azuc,hu,Azuc hu_1/1164
1094,1,1165,19,Cumala llorona,62,17,22,1,0,674445,9632083,Semillero,,S,Cuma,ll,S_Cuma ll_1/1165
1095,1,1166,19,Yacushapana,72,19,23,2,5.028,674397,9632032,Aprovechable,,,Yacu,,Yacu_1/1166
1096,1,1167,19,Cumala blanca,60,17,21,1,3.124,674420,9631892,Aprovechable,,,Cuma,bl,Cuma bl_1/1167
1097,1,1168,19,Cumala blanca,61,16,20,2,3.039,674448,9631877,Aprovechable,,,Cuma,bl,Cuma bl_1/1168
1098,1,1169,19,Cumala blanca,48,20,25,1,0,674416,9631876,Semillero,,S,Cuma,bl,S_Cuma bl_1/1169
1099,1,1170,19,Cumala blanca,50,16,21,1,2.042,674402,9631862,Aprovechable,,,Cuma,bl,Cuma bl_1/1170
1100,1,1171,19,Marupa,63,16,20,1,3.242,674378,9631861,Aprovechable,,,Maru,,Maru_1/1171
1101,1,1172,19,Cumala blanca,60,18,23,2,3.308,674378,9631837,Aprovechable,,,Cuma,bl,Cuma bl_1/1172
1102,1,1173,19,Almendro,56,12,20,1,0,674447,9631641,Semillero,,S,Alme,,S_Alme_1/1173
1103,1,1174,19,Cumala llorona,58,20,23,1,3.435,674442,9631702,Aprovechable,,,Cuma,ll,Cuma ll_1/1174
1104,1,1175,19,Mari mari,82,21,26,1,7.209,674399,9631640,Aprovechable,,,Mari,ma,Mari ma_1/1175
1105,1,1176,19,Quillosisa,86,18,23,2,6.796,674430,9631553,Aprovechable,,,Quil,,Quil_1/1176
1106,1,1177,19,Marupa,52,20,24,1,2.761,674421,9631536,Aprovechable,,,Maru,,Maru_1/1177
1107,1,1178,19,Charapilla,62,17,23,1,3.336,674429,9631530,Aprovechable,,,Char,,Char_1/1178
1108,1,1179,19,Azucar huayo,60,12,18,1,2.205,674432,9631558,Aprovechable,,,Azuc,hu,Azuc hu_1/1179
1109,1,1180,19,Cumala blanca,50,12,17,1,1.532,674419,9631246,Aprovechable,,,Cuma,bl,Cuma bl_1/1180
1110,1,1181,19,Caimitillo,53,12,16,1,1.721,674429,9631205,Aprovechable,,,Caim,,Caim_1/1181
1111,1,1182,19,Pashaco,55,18,22,1,0,674423,9631144,Semillero,,S,Pash,,S_Pash_1/1182
1112,1,1183,19,Aguanillo,60,18,21,1,3.308,674430,9631092,Aprovechable,,,Agua,,Agua_1/1183
1113,1,1184,19,Canela moena,52,12,18,1,1.657,674420,9631055,Aprovechable,,,Cane,mo,Cane mo_1/1184
1114,1,1185,19,Cumala llorona,51,12,17,2,1.593,674402,9631046,Aprovechable,,,Cuma,ll,Cuma ll_1/1185
1115,1,1186,19,Cumala blanca,47,12,18,1,0,674425,9631016,Semillero,,S,Cuma,bl,S_Cuma bl_1/1186
1116,1,1187,19,Cumala blanca,60,18,23,2,3.308,674464,9630992,Aprovechable,,,Cuma,bl,Cuma bl_1/1187
1117,1,1188,19,Cumala llorona,62,20,24,1,3.925,674455,9630969,Aprovechable,,,Cuma,ll,Cuma ll_1/1188
1118,1,1189,19,Cumala blanca,66,19,23,1,4.225,674436,9630983,Aprovechable,,,Cuma,bl,Cuma bl_1/1189
1119,1,1190,19,Huayruro,70,16,22,1,4.002,674428,9630986,Aprovechable,,,Huay,,Huay_1/1190
1120,1,1191,19,Yacushapana,76,18,24,2,5.308,674427,9630965,Aprovechable,,,Yacu,,Yacu_1/1191
1121,1,1192,19,Huayruro,78,12,20,1,3.727,674420,9630954,Aprovechable,,,Huay,,Huay_1/1192
1122,1,1193,19,Cachimbo,82,21,26,1,7.209,674439,9630944,Aprovechable,,,Cach,,Cach_1/1193
1123,1,1194,19,Almendro,58,12,18,2,2.061,674454,9630915,Aprovechable,,,Alme,,Alme_1/1194
1124,1,1195,19,Cumala blanca,62,20,24,1,3.925,674424,9630887,Aprovechable,,,Cuma,bl,Cuma bl_1/1195
1125,1,1196,19,Cumala llorona,56,18,23,1,2.882,674388,9630883,Aprovechable,,,Cuma,ll,Cuma ll_1/1196
1126,1,1197,19,Cachimbo,79,12,20,1,3.823,674444,9630844,Aprovechable,,,Cach,,Cach_1/1197
1127,1,1198,19,Cumala blanca,67,18,21,2,4.125,674418,9630740,Aprovechable,,,Cuma,bl,Cuma bl_1/1198
1128,1,1199,19,Cumala blanca,62,17,21,2,3.336,674426,9630736,Aprovechable,,,Cuma,bl,Cuma bl_1/1199
1129,1,1200,19,Pashaco,83,18,22,1,6.33,674444,9630666,Aprovechable,,,Pash,,Pash_1/1200
1130,1,1201,19,Mari mari,67,14,20,1,3.208,674452,9630648,Aprovechable,,,Mari,ma,Mari ma_1/1201
1131,1,1202,19,Quillosisa,86,12,21,1,4.531,674454,9630645,Aprovechable,,,Quil,,Quil_1/1202
1132,1,1203,19,Cumala llorona,54,16,23,1,2.382,674412,9630647,Aprovechable,,,Cuma,ll,Cuma ll_1/1203
1133,1,966,20,Almendro,84,19,21,2,6.844,674346,9632196,Aprovechable,,,Alme,,Alme_1/966
1134,1,967,20,Cumala llorona,48,17,21,1,0,674345,9632176,Semillero,,S,Cuma,ll,S_Cuma ll_1/967
1135,1,968,20,Panguana,68,12,16,2,2.833,674350,9632167,Aprovechable,,,Pang,,Pang_1/968
1136,1,969,20,Marupa,48,18,21,1,0,674324,9632157,Semillero,,S,Maru,,S_Maru_1/969
1137,1,970,20,Marupa,60,19,23,1,3.492,674317,9632100,Aprovechable,,,Maru,,Maru_1/970
1138,1,971,20,Caimitillo,54,19,23,1,2.828,674319,9632090,Aprovechable,,,Caim,,Caim_1/971
1139,1,972,20,Pashaco,80,18,22,2,5.881,674312,9632068,Aprovechable,,,Pash,,Pash_1/972
1140,1,973,20,Palisangre,110,10,18,1,6.177,674336,9632036,Aprovechable,,,Pali,,Pali_1/973
1141,1,974,20,Panguana,95,20,23,1,9.215,674357,9631965,Aprovechable,,,Pang,,Pang_1/974
1142,1,975,20,Andiroba,67,18,22,1,4.125,674382,9631894,Aprovechable,,,Andi,,Andi_1/975
1143,1,976,20,Cumala blanca,48,17,21,1,2,674382,9631894,Aprovechable,,,Cuma,bl,Cuma bl_1/976
1144,1,977,20,Zapotillo,56,21,24,2,3.362,674371,9631880,Aprovechable,,,Zapo,,Zapo_1/977
1145,1,978,20,Andiroba,70,19,22,1,4.753,674331,9631822,Aprovechable,,,Andi,,Andi_1/978
1146,1,979,20,Cumala llorona,80,17,21,1,5.554,674349,9631742,Aprovechable,,,Cuma,ll,Cuma ll_1/979
1147,1,980,20,Pashaco,78,22,26,1,6.833,674328,9631719,Aprovechable,,,Pash,,Pash_1/980
1148,1,981,20,Panguana,110,22,26,1,13.59,674343,9631700,Aprovechable,,,Pang,,Pang_1/981
1149,1,982,20,Machimango,60,24,27,1,4.411,674344,9631652,Aprovechable,,,Mach,,Mach_1/982
1150,1,983,20,Anuje rumo,70,16,24,2,4.002,674320,9631638,Aprovechable,,,Anuj,ru,Anuj ru_1/983
1151,1,984,20,Machimango,64,20,24,2,4.182,674302,9631586,Aprovechable,,,Mach,,Mach_1/984
1152,1,985,20,Pashaco,70,10,18,2,2.501,674322,9631489,Aprovechable,,,Pash,,Pash_1/985
1153,1,986,20,Cumala blanca,50,10,17,2,1.276,674313,9631474,Aprovechable,,,Cuma,bl,Cuma bl_1/986
1154,1,987,20,Cumala blanca,72,13,19,2,3.44,674358,9631373,Aprovechable,,,Cuma,bl,Cuma bl_1/987
1155,1,988,20,Machimango,68,22,25,1,0,674348,9631162,Semillero,,S,Mach,,S_Mach_1/988
1156,1,989,20,Moena,70,20,23,1,5.003,674351,9631064,Aprovechable,,,Moen,,Moen_1/989
1157,1,990,20,Zapotillo,58,23,26,1,3.95,674354,9631052,Aprovechable,,,Zapo,,Zapo_1/990
1158,1,991,20,Mari mari,110,19,22,1,11.737,674347,9630999,Aprovechable,,,Mari,ma,Mari ma_1/991
1159,1,992,20,Almendro,78,20,24,1,0,674371,9630852,Semillero,,S,Alme,,S_Alme_1/992
1160,1,993,20,Panguana,70,18,21,2,4.503,674378,9630833,Aprovechable,,,Pang,,Pang_1/993
1161,1,994,20,Cumala blanca,55,18,21,1,2.78,674334,9630811,Aprovechable,,,Cuma,bl,Cuma bl_1/994
1162,1,995,20,Zapotillo,51,17,20,1,2.257,674324,9630788,Aprovechable,,,Zapo,,Zapo_1/995
1163,1,996,20,Cumala blanca,55,17,21,1,2.625,674327,9630781,Aprovechable,,,Cuma,bl,Cuma bl_1/996
1164,1,997,20,Cumala llorona,75,16,19,1,4.595,674337,9630738,Aprovechable,,,Cuma,ll,Cuma ll_1/997
1165,1,998,20,Palisangre,80,16,22,2,5.228,674344,9630716,Aprovechable,,,Pali,,Pali_1/998
1166,1,999,20,Caimitillo,55,18,22,1,2.78,674366,9630650,Aprovechable,,,Caim,,Caim_1/999
1167,1,1000,20,Sacha casho,100,16,20,2,8.168,674381,9630627,Aprovechable,,,Sach,ca,Sach ca_1/1000
1168,1,1069,21,Mari mari,52,16,19,1,2.209,674273,9630632,Aprovechable,,,Mari,ma,Mari ma_1/1069
1169,1,1070,21,Almendro,77,16,19,1,4.843,674277,9630666,Aprovechable,,,Alme,,Alme_1/1070
1170,1,1071,21,Aguanillo,48,18,21,1,2.117,674283,9630686,Aprovechable,,,Agua,,Agua_1/1071
1171,1,1072,21,Cumala blanca,55,18,22,1,2.78,674288,9630716,Aprovechable,,,Cuma,bl,Cuma bl_1/1072
1172,1,1073,21,Cumala blanca,48,17,21,1,2,674286,9630721,Aprovechable,,,Cuma,bl,Cuma bl_1/1073
1173,1,1074,21,Cumala blanca,56,18,21,1,2.882,674280,9630750,Aprovechable,,,Cuma,bl,Cuma bl_1/1074
1174,1,1075,21,Cumala blanca,53,17,20,1,2.438,674271,9630755,Aprovechable,,,Cuma,bl,Cuma bl_1/1075
1175,1,1076,21,Cumala blanca,46,16,19,2,1.728,674269,9630754,Aprovechable,,,Cuma,bl,Cuma bl_1/1076
1176,1,1077,21,Cumala blanca,51,17,20,1,2.257,674236,9630770,Aprovechable,,,Cuma,bl,Cuma bl_1/1077
1177,1,1078,21,Cumala blanca,54,19,22,1,2.828,674224,9630839,Aprovechable,,,Cuma,bl,Cuma bl_1/1078
1178,1,1079,21,Cumala caupuri,64,20,23,1,4.182,674224,9630841,Aprovechable,,,Cuma,ca,Cuma ca_1/1079
1179,1,1080,21,Cumala blanca,57,19,22,1,3.151,674244,9630868,Aprovechable,,,Cuma,bl,Cuma bl_1/1080
1180,1,1081,21,Cumala blanca,49,18,21,1,2.206,674277,9630867,Aprovechable,,,Cuma,bl,Cuma bl_1/1081
1181,1,1082,21,Cumala blanca,48,16,20,1,1.882,674283,9630827,Aprovechable,,,Cuma,bl,Cuma bl_1/1082
1182,1,1083,21,Cachimbo,50,16,21,1,0,674280,9630892,Semillero,,S,Cach,,S_Cach_1/1083
1183,1,1084,21,Cumala llorona,47,17,21,1,1.917,674259,9630888,Aprovechable,,,Cuma,ll,Cuma ll_1/1084
1184,1,1085,21,Cumala llorona,46,17,20,1,0,674267,9630895,Semillero,,S,Cuma,ll,S_Cuma ll_1/1085
1185,1,1086,21,Mari mari,65,18,21,1,0,674254,9630937,Semillero,,S,Mari,ma,S_Mari ma_1/1086
1186,1,1087,21,Cumala blanca,65,18,22,1,0,674265,9630952,Semillero,,S,Cuma,bl,S_Cuma bl_1/1087
1187,1,1088,21,Cumala blanca,61,18,22,1,3.419,674262,9630962,Aprovechable,,,Cuma,bl,Cuma bl_1/1088
1188,1,1089,21,Canela moena,70,16,20,2,4.002,674291,9630975,Aprovechable,,,Cane,mo,Cane mo_1/1089
1189,1,1090,21,Anuje rumo,95,17,21,2,7.832,674298,9630992,Aprovechable,,,Anuj,ru,Anuj ru_1/1090
1190,1,1091,21,Cumala llorona,48,12,19,2,1.411,674281,9631001,Aprovechable,,,Cuma,ll,Cuma ll_1/1091
1191,1,1092,21,Lupuna,85,20,24,1,7.377,674279,9631105,Aprovechable,,,Lupu,,Lupu_1/1092
1192,1,1093,21,Almendro,49,8,16,1,0,674275,9631148,Semillero,,S,Alme,,S_Alme_1/1093
1193,1,1094,21,Caimitillo,52,16,19,1,2.209,674325,9631215,Aprovechable,,,Caim,,Caim_1/1094
1194,1,1095,21,Pashaco,64,15,19,1,3.137,674284,9631294,Aprovechable,,,Pash,,Pash_1/1095
1195,1,1096,21,Tornillo,95,20,24,1,9.215,674270,9631320,Aprovechable,,,Torn,,Torn_1/1096
1196,1,1097,21,Azucar huayo,60,16,20,2,2.941,674251,9631313,Aprovechable,,,Azuc,hu,Azuc hu_1/1097
1197,1,1098,21,Anuje rumo,56,16,20,1,0,674275,9631343,Semillero,,S,Anuj,ru,S_Anuj ru_1/1098
1198,1,1099,21,Mari mari,49,16,20,1,1.961,674277,9631348,Aprovechable,,,Mari,ma,Mari ma_1/1099
1199,1,1100,21,Anuje rumo,70,17,21,1,4.253,674271,9631374,Aprovechable,,,Anuj,ru,Anuj ru_1/1100
1200,1,1401,21,Cumala llorona,71,19,22,1,4.89,674275,9631429,Aprovechable,,,Cuma,ll,Cuma ll_1/1401
1201,1,1402,21,Palisangre,81,19,23,1,6.364,674239,9631446,Aprovechable,,,Pali,,Pali_1/1402
1202,1,1403,21,Cumala llorona,50,17,21,2,2.17,674224,9631640,Aprovechable,,,Cuma,ll,Cuma ll_1/1403
1203,1,1404,21,Almendro,117,15,18,2,10.483,674223,9631643,Aprovechable,,,Alme,,Alme_1/1404
1204,1,1405,21,Mari mari,95,17,21,1,7.832,674213,9631668,Aprovechable,,,Mari,ma,Mari ma_1/1405
1205,1,1406,21,Cumala blanca,75,19,22,1,5.456,674243,9631734,Aprovechable,,,Cuma,bl,Cuma bl_1/1406
1206,1,1407,21,Cumala blanca,68,18,21,1,4.249,674260,9631744,Aprovechable,,,Cuma,bl,Cuma bl_1/1407
1207,1,1408,21,Cumala blanca,54,18,21,1,0,674249,9631733,Semillero,,S,Cuma,bl,S_Cuma bl_1/1408
1208,1,1409,21,Cumala blanca,62,18,21,1,0,674258,9631769,Semillero,,S,Cuma,bl,S_Cuma bl_1/1409
1209,1,1410,21,Cumala caupuri,48,17,20,1,0,674284,9631768,Semillero,,S,Cuma,ca,S_Cuma ca_1/1410
1210,1,1411,21,Ana caspi,110,13,21,1,8.03,674243,9631832,Aprovechable,,,Ana ,ca,Ana  ca_1/1411
1211,1,1412,21,Machimango,50,16,20,1,0,674242,9631858,Semillero,,S,Mach,,S_Mach_1/1412
1212,1,1413,21,Cumala llorona,49,15,19,1,1.839,674248,9631854,Aprovechable,,,Cuma,ll,Cuma ll_1/1413
1213,1,1414,21,Anuje rumo,72,18,22,1,4.764,674220,9631865,Aprovechable,,,Anuj,ru,Anuj ru_1/1414
1214,1,1415,21,Pashaco,91,17,22,1,7.187,674272,9631919,Aprovechable,,,Pash,,Pash_1/1415
1215,1,1416,21,Anuje rumo,57,16,21,1,2.654,674261,9631964,Aprovechable,,,Anuj,ru,Anuj ru_1/1416
1216,1,1417,21,Azucar huayo,62,16,21,2,3.14,674267,9631984,Aprovechable,,,Azuc,hu,Azuc hu_1/1417
1217,1,1418,21,Anuje rumo,49,16,20,1,1.961,674281,9631994,Aprovechable,,,Anuj,ru,Anuj ru_1/1418
1218,1,1419,21,Palisangre,56,17,22,1,2.722,674290,9631996,Aprovechable,,,Pali,,Pali_1/1419
1219,1,1420,21,Anuje rumo,70,17,20,1,4.253,674300,9631990,Aprovechable,,,Anuj,ru,Anuj ru_1/1420
1220,1,1421,21,Copal,75,16,20,1,4.595,674307,9631997,Aprovechable,,,Copa,,Copa_1/1421
1221,1,1422,21,Anuje rumo,53,16,19,1,2.294,674307,9632018,Aprovechable,,,Anuj,ru,Anuj ru_1/1422
1222,1,1423,21,Anuje rumo,55,17,21,1,2.625,674261,9632078,Aprovechable,,,Anuj,ru,Anuj ru_1/1423
1223,1,1424,21,Cachimbo,47,18,23,1,0,674245,9632138,Semillero,,S,Cach,,S_Cach_1/1424
1224,1,1425,21,Cachimbo,100,19,23,1,9.7,674240,9632185,Aprovechable,,,Cach,,Cach_1/1425
1225,1,1426,21,Copal,65,13,19,2,2.804,674267,9632181,Aprovechable,,,Copa,,Copa_1/1426
1226,1,1427,21,Cumala blanca,76,19,22,1,5.603,674274,9632224,Aprovechable,,,Cuma,bl,Cuma bl_1/1427
1227,1,1428,21,Almendro,79,10,17,2,3.186,674284,9632224,Aprovechable,,,Alme,,Alme_1/1428
1228,1,1429,21,Cumala caupuri,47,18,22,1,2.03,674258,9632252,Aprovechable,,,Cuma,ca,Cuma ca_1/1429
1229,1,1430,22,Cumala blanca,47,17,20,1,1.917,674202,9632183,Aprovechable,,,Cuma,bl,Cuma bl_1/1430
1230,1,1431,22,Ana caspi,90,18,21,1,7.443,674200,9632029,Aprovechable,,,Ana ,ca,Ana  ca_1/1431
1231,1,1432,22,Tornillo,180,15,21,2,24.811,674220,9631999,Aprovechable,,,Torn,,Torn_1/1432
1232,1,1433,22,Anuje rumo,52,15,18,1,0,674222,9631971,Semillero,,S,Anuj,ru,S_Anuj ru_1/1433
1233,1,1434,22,Pashaco,62,16,20,2,3.14,674228,9631959,Aprovechable,,,Pash,,Pash_1/1434
1234,1,1435,22,Cumala llorona,55,17,21,1,2.625,674234,9631966,Aprovechable,,,Cuma,ll,Cuma ll_1/1435
1235,1,1436,22,Canela moena,48,10,16,2,1.176,674193,9631881,Aprovechable,,,Cane,mo,Cane mo_1/1436
1236,1,1437,22,Cumala llorona,59,18,21,1,3.199,674202,9631882,Aprovechable,,,Cuma,ll,Cuma ll_1/1437
1237,1,1438,22,Azucar huayo,55,14,18,1,2.162,674204,9631873,Aprovechable,,,Azuc,hu,Azuc hu_1/1438
1238,1,1439,22,Cumala caupuri,67,17,20,1,3.896,674188,9631816,Aprovechable,,,Cuma,ca,Cuma ca_1/1439
1239,1,1440,22,Pashaco,69,12,17,1,2.917,674171,9631450,Aprovechable,,,Pash,,Pash_1/1440
1240,1,1441,22,Pashaco,58,12,18,2,2.061,674199,9631321,Aprovechable,,,Pash,,Pash_1/1441
1241,1,1442,22,Cumala llorona,56,17,20,1,2.722,674185,9631245,Aprovechable,,,Cuma,ll,Cuma ll_1/1442
1242,1,1443,22,Machimango,75,17,20,1,4.882,674209,9631152,Aprovechable,,,Mach,,Mach_1/1443
1243,1,1444,22,Cumala blanca,57,12,19,2,1.99,674200,9631150,Aprovechable,,,Cuma,bl,Cuma bl_1/1444
1244,1,1445,22,Cumala blanca,47,16,20,1,0,674194,9631144,Semillero,,S,Cuma,bl,S_Cuma bl_1/1445
1245,1,1446,22,Lupuna,67,19,24,1,4.354,674224,9631007,Aprovechable,,,Lupu,,Lupu_1/1446
1246,1,1447,22,Palisangre,73,18,22,1,4.897,674163,9630928,Aprovechable,,,Pali,,Pali_1/1447
1247,1,1448,22,Cumala llorona,49,12,19,2,1.471,674164,9630929,Aprovechable,,,Cuma,ll,Cuma ll_1/1448
1248,1,1449,22,Cumala llorona,57,15,19,2,2.488,674157,9630891,Aprovechable,,,Cuma,ll,Cuma ll_1/1449
1249,1,1450,22,Cumala blanca,60,18,22,1,3.308,674186,9630886,Aprovechable,,,Cuma,bl,Cuma bl_1/1450
1250,1,1451,22,Anuje rumo,49,16,19,1,1.961,674190,9630874,Aprovechable,,,Anuj,ru,Anuj ru_1/1451
1251,1,1452,22,Cumala blanca,50,18,21,1,2.297,674187,9630857,Aprovechable,,,Cuma,bl,Cuma bl_1/1452
1252,1,1453,22,Cumala blanca,48,18,21,1,0,674182,9630850,Semillero,,S,Cuma,bl,S_Cuma bl_1/1453
1253,1,1454,22,Cumala llorona,51,18,22,1,2.39,674173,9630866,Aprovechable,,,Cuma,ll,Cuma ll_1/1454
1254,1,1455,22,Palisangre,54,18,22,1,0,674164,9630803,Semillero,,S,Pali,,S_Pali_1/1455
1255,1,1456,22,Cumala blanca,61,19,22,1,3.609,674189,9630741,Aprovechable,,,Cuma,bl,Cuma bl_1/1456
1256,1,1457,22,Almendro,74,15,19,1,4.193,674210,9630734,Aprovechable,,,Alme,,Alme_1/1457
1257,1,1458,22,Copal,72,17,21,2,4.499,674229,9630708,Aprovechable,,,Copa,,Copa_1/1458
1258,1,1459,22,Cumala llorona,69,17,20,1,4.132,674232,9630714,Aprovechable,,,Cuma,ll,Cuma ll_1/1459
1259,1,1460,22,Aguanillo,66,18,22,1,4.003,674232,9630689,Aprovechable,,,Agua,,Agua_1/1460
1260,1,1461,22,Cumala caupuri,59,19,22,1,3.376,674260,9630662,Aprovechable,,,Cuma,ca,Cuma ca_1/1461
1261,1,1462,22,Cumala llorona,47,19,22,1,0,674223,9630625,Semillero,,S,Cuma,ll,S_Cuma ll_1/1462
1262,1,1204,23,Cumala blanca,50,12,18,2,1.532,674141,9630662,Aprovechable,,,Cuma,bl,Cuma bl_1/1204
1263,1,1205,23,Pashaco,74,18,22,1,5.032,674130,9630676,Aprovechable,,,Pash,,Pash_1/1205
1264,1,1206,23,Sacha casho,81,18,23,2,6.029,674102,9630676,Aprovechable,,,Sach,ca,Sach ca_1/1206
1265,1,1207,23,Ana caspi,62,16,21,2,3.14,674132,9630693,Aprovechable,,,Ana ,ca,Ana  ca_1/1207
1266,1,1208,23,Pashaco,77,17,22,1,5.146,674134,9630714,Aprovechable,,,Pash,,Pash_1/1208
1267,1,1209,23,Aguanillo,50,14,19,2,1.787,674116,9630712,Aprovechable,,,Agua,,Agua_1/1209
1268,1,1210,23,Caimitillo,59,12,18,1,2.133,674109,9630717,Aprovechable,,,Caim,,Caim_1/1210
1269,1,1211,23,Requia,58,10,16,2,1.717,674090,9630730,Aprovechable,,,Requ,,Requ_1/1211
1270,1,1212,23,Zapotillo,63,18,22,1,3.647,674084,9630728,Aprovechable,,,Zapo,,Zapo_1/1212
1271,1,1213,23,Palisangre,108,16,20,1,9.527,674108,9630748,Aprovechable,,,Pali,,Pali_1/1213
1272,1,1214,23,Yacushapana,79,20,24,1,6.372,674116,9630757,Aprovechable,,,Yacu,,Yacu_1/1214
1273,1,1215,23,Caimitillo,60,16,21,1,2.941,674157,9630747,Aprovechable,,,Caim,,Caim_1/1215
1274,1,1216,23,Zapotillo,50,16,22,1,0,674159,9630749,Semillero,,S,Zapo,,S_Zapo_1/1216
1275,1,1217,23,Cumala blanca,52,22,26,1,3.037,674168,9630742,Aprovechable,,,Cuma,bl,Cuma bl_1/1217
1276,1,1218,23,Pashaco,80,16,20,1,5.228,674165,9630761,Aprovechable,,,Pash,,Pash_1/1218
1277,1,1219,23,Pashaco,64,18,22,1,3.764,674176,9630775,Aprovechable,,,Pash,,Pash_1/1219
1278,1,1220,23,Aguanillo,47,12,19,1,0,674128,9630826,Semillero,,S,Agua,,S_Agua_1/1220
1279,1,1221,23,Quillosisa,83,17,22,2,5.979,674134,9630862,Aprovechable,,,Quil,,Quil_1/1221
1280,1,1222,23,Cumala llorona,53,18,23,1,2.581,674146,9630872,Aprovechable,,,Cuma,ll,Cuma ll_1/1222
1281,1,1223,23,Marupa,54,22,28,1,3.275,674104,9630884,Aprovechable,,,Maru,,Maru_1/1223
1282,1,1224,23,Palisangre,68,18,23,1,4.249,674102,9630880,Aprovechable,,,Pali,,Pali_1/1224
1283,1,1225,23,Cumala caupuri,50,12,21,1,1.532,674088,9630925,Aprovechable,,,Cuma,ca,Cuma ca_1/1225
1284,1,1226,23,Caimitillo,56,14,21,1,0,674105,9630922,Semillero,,S,Caim,,S_Caim_1/1226
1285,1,1227,23,Quillosisa,61,18,22,1,3.419,674108,9630948,Aprovechable,,,Quil,,Quil_1/1227
1286,1,1228,23,Caimitillo,69,16,20,2,3.889,674145,9631000,Aprovechable,,,Caim,,Caim_1/1228
1287,1,1229,23,Caimitillo,73,14,19,1,3.809,674132,9631010,Aprovechable,,,Caim,,Caim_1/1229
1288,1,1230,23,Pashaco,88,16,21,2,6.325,674102,9631154,Aprovechable,,,Pash,,Pash_1/1230
1289,1,1231,23,Azucar huayo,55,17,22,1,2.625,674088,9631186,Aprovechable,,,Azuc,hu,Azuc hu_1/1231
1290,1,1232,23,Tornillo,71,20,25,1,0,674150,9631242,Semillero,,S,Torn,,S_Torn_1/1232
1291,1,1233,23,Pashaco,63,18,24,1,3.647,674152,9631375,Aprovechable,,,Pash,,Pash_1/1233
1292,1,1234,23,Cumala blanca,47,18,22,1,0,674153,9631428,Semillero,,S,Cuma,bl,S_Cuma bl_1/1234
1293,1,1235,23,Caimitillo,52,12,19,2,1.657,674124,9631444,Aprovechable,,,Caim,,Caim_1/1235
1294,1,1236,23,Cachimbo,83,18,23,2,6.33,674096,9631597,Aprovechable,,,Cach,,Cach_1/1236
1295,1,1237,23,Panguana,87,16,21,1,6.182,674097,9631625,Aprovechable,,,Pang,,Pang_1/1237
1296,1,1238,23,Palisangre,85,20,24,1,7.377,674115,9631704,Aprovechable,,,Pali,,Pali_1/1238
1297,1,1239,23,Palisangre,79,21,25,1,6.691,674135,9631702,Aprovechable,,,Pali,,Pali_1/1239
1298,1,1240,23,Cumala blanca,50,12,28,2,1.532,674112,9631732,Aprovechable,,,Cuma,bl,Cuma bl_1/1240
1299,1,1241,23,Cumala blanca,52,16,21,1,2.209,674108,9631735,Aprovechable,,,Cuma,bl,Cuma bl_1/1241
